patch r g b
j19 3384 2255 707
j20 1546 1067 971
j21 4086 3475 5848
j22 5189 5246 5657
k1 2684 3404 2054
k2 2391 3507 1623
k3 2160 3605 1339
k4 2061 3687 1242
k5 1742 1860 1154
k6 1607 1902 984
k7 1495 1957 864
k8 1264 2091 672
k9 1196 1026 674
k10 1154 1051 654
k11 1112 1062 615
k12 1033 1082 550
k13 3072 1151 572
k14 1217 2606 767
k15 1102 2096 4344
k16 4687 5851 4638
k17 1449 5225 3907
k18 3596 2693 4695
k19 4228 2704 776
k20 4304 4291 4139
k21 5152 5234 4437
k22 4819 4291 3051
l1 3097 4395 3056
l2 2754 4737 2815
l3 2497 4968 2637
l4 2425 4953 2546
l5 1831 2297 1495
l6 1601 2565 1389
l7 1415 2941 1300
l8 1259 3465 1207
l9 1167 1038 696
l10 1115 1082 704
l11 1052 1110 690
l12 999 1135 678
l13 3529 1252 582
l14 1298 3151 847
l15 1196 2650 5906
l16 5873 8075 6479
l17 1651 6853 5058
l18 4523 3525 6616
l19 4973 3260 896
l20 5740 7359 5686
l21 5229 6934 5090
l22 3960 5892 4212
gs0 855 610 408
gs1 908 669 448
gs2 969 723 489
gs3 1035 789 535
gs4 1114 871 599
gs5 1201 968 673
gs6 1282 1071 752
gs7 1383 1190 844
gs8 1490 1313 941
gs9 1616 1478 1071
gs10 1741 1636 1205
gs11 1884 1848 1392
gs12 2048 2047 1553
gs13 2245 2330 1788
gs14 2468 2619 2017
gs15 2742 2951 2312
gs16 3080 3402 2654
gs17 3496 3968 3117
gs18 3934 4571 3591
gs19 4461 5423 4276
gs20 4975 6366 5019
gs21 5202 6845 5368
gs22 5375 7216 5685
gs23 5725 7554 5928
